dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,99,50.110676288604736,-0.5181673573351723,-0.5020278456505801,0.26211399410412084,True,eom,euclidean,5,2,cosine,0.1945895907989132,10,35,"(1, 1)",english,False,-0.06440686009985952,0.7977611940298508,0.7189666116089195
dataset_name,RF,LCB,100,54.43392300605774,-0.53201961729365,-0.5190857332692712,0.2435114010180793,True,eom,euclidean,5,3,cosine,0.1128588259300369,10,41,"(1, 1)",english,False,-0.0651905654162928,0.7430107526881721,0.6838935707600462
dataset_name,RF,LCB,101,50.786375761032104,-0.4950191440196007,-0.4946993373967212,0.2714023603454882,True,eom,euclidean,5,1,cosine,0.12307314770449428,8,50,"(1, 1)",english,False,-0.07157960544151143,0.8007518796992481,0.7324467550006943
dataset_name,RF,LCB,102,53.46713995933533,-0.5211308341453866,-0.5100169592843933,0.2557650693199726,True,eom,euclidean,5,1,cosine,0.08823089056197536,10,50,"(1, 1)",english,False,-0.07335555136407741,0.7848920863309352,0.7388454208402845
dataset_name,RF,LCB,103,55.497241735458374,-0.5125369506966935,-0.509422633558216,0.2615728417639432,True,eom,euclidean,4,2,cosine,0.13003631324487816,9,50,"(1, 1)",english,False,-0.07453919571097305,0.7787356321839081,0.7255630261801144
dataset_name,RF,LCB,104,49.99125814437866,-0.5020998743432575,-0.5011023458014771,0.2712347280180289,True,eom,euclidean,5,2,cosine,0.1301959486130867,8,45,"(1, 1)",english,False,-0.07764863689441448,0.7964285714285714,0.7324154014939979
dataset_name,RF,LCB,105,50.71264410018921,-0.5088220158417774,-0.5042857170101457,0.267246728592613,True,eom,euclidean,5,3,cosine,0.12713857151966015,8,45,"(1, 1)",english,False,-0.07557864341728106,0.7894366197183098,0.7340383525322351
dataset_name,RF,LCB,106,51.71191096305847,-0.4984742295412435,-0.49929453588484224,0.2731569480703762,True,eom,euclidean,5,1,euclidean,0.17830241247936957,7,50,"(1, 1)",english,False,-0.07615309543875311,0.7964028776978417,0.7243971102633464
dataset_name,RF,LCB,107,48.858689069747925,-0.5007441120849587,-0.4996747815192746,0.2716009635569961,True,eom,euclidean,5,2,cosine,0.18556452763885822,9,34,"(1, 1)",english,False,-0.07658367436282243,0.7979020979020979,0.712003387588601
dataset_name,RF,LCB,108,48.46958804130554,-0.5088994813962098,-0.5054026029705726,0.26781978195471917,True,eom,euclidean,5,3,cosine,0.18368117364596082,10,33,"(1, 1)",english,False,-0.0767808919667236,0.7881118881118881,0.7249756914580886
dataset_name,RF,LCB,109,52.39377188682556,-0.49934148775090637,-0.49879392426831287,0.2741422684403339,True,eom,euclidean,5,1,cosine,0.18222605835433683,7,50,"(1, 1)",english,False,-0.07777074912080367,0.7985185185185185,0.7150521266755703
dataset_name,RF,LCB,110,52.30007719993591,-0.5208286989042091,-0.5179539679224877,0.24282422349323843,True,eom,euclidean,5,1,cosine,0.18071996544692692,8,33,"(1, 1)",english,False,-0.06591985472727926,0.7625698324022346,0.6546513022266162
dataset_name,RF,LCB,111,52.24391508102417,-0.527268856741077,-0.5191792209985048,0.2513239890751083,True,eom,euclidean,5,1,euclidean,0.12410950653132168,6,46,"(1, 1)",english,False,-0.07526361046152104,0.7610738255033557,0.7393387665273276
dataset_name,RF,LCB,112,50.39853525161743,-0.5024441062023133,-0.4989594668168569,0.27203362698950506,True,eom,euclidean,5,2,euclidean,0.12850556925772832,7,50,"(1, 1)",english,False,-0.07492051678953288,0.7962962962962963,0.7405031633530702
dataset_name,RF,LCB,113,57.28279495239258,-0.5430521584894514,-0.5331760020365861,0.23294641986503167,True,eom,euclidean,4,1,cosine,0.12363954544122312,8,42,"(1, 1)",english,False,-0.06569732449780825,0.7324074074074074,0.6607672347211772
dataset_name,RF,LCB,114,50.49141502380371,-0.5014282735492728,-0.5011431945027677,0.2721518560440321,True,eom,euclidean,5,3,euclidean,0.18728505913682622,7,50,"(1, 1)",english,False,-0.07620509217055453,0.7930769230769231,0.7138310701729111
dataset_name,RF,LCB,115,54.14372897148132,-0.5281708487379835,-0.5268872710330182,0.23363011320473998,False,eom,euclidean,5,1,euclidean,0.16151806983266215,7,50,"(1, 1)",english,False,-0.06537061293261294,0.7416058394160584,0.7115425506952244
dataset_name,RF,LCB,116,55.84689211845398,-0.5295817656169317,-0.5228168024802616,0.2551240337636126,True,eom,euclidean,4,1,cosine,0.13718836972130374,7,50,"(1, 1)",english,False,-0.07979331077265145,0.7701149425287356,0.7257616328469885
dataset_name,RF,LCB,117,50.125868797302246,-0.4995536708434434,-0.5013932512903668,0.27154686281363205,True,eom,euclidean,5,3,euclidean,0.17775901156180093,10,40,"(1, 1)",english,False,-0.07633791723970512,0.793233082706767,0.7261315072416844
dataset_name,RF,LCB,118,49.468738079071045,-0.5151601643811269,-0.5100158823001276,0.265896505143073,True,eom,euclidean,5,1,euclidean,0.15002560610445678,9,40,"(1, 1)",english,False,-0.08209611789946626,0.7873239436619718,0.7525477114934644
dataset_name,RF,LCB,119,51.47275495529175,-0.5350581652384256,-0.515906549047885,0.25464502254825594,True,eom,euclidean,5,2,cosine,0.12118806276204172,10,44,"(1, 1)",english,False,-0.07555321466287038,0.7794326241134751,0.7251760764481663
dataset_name,RF,LCB,120,52.83342099189758,-0.5272016766997604,-0.5198902958945874,0.24010835479101214,True,eom,euclidean,5,3,cosine,0.19217363428934667,9,32,"(1, 1)",english,False,-0.06499020463250216,0.7608938547486034,0.6551397125269772
dataset_name,RF,LCB,121,49.28247690200806,-0.508075937176897,-0.5038143055322258,0.26593376752086106,True,eom,euclidean,5,1,euclidean,0.19441974089133254,7,45,"(1, 1)",english,False,-0.07441525809215886,0.7870229007633588,0.7157661626813708
dataset_name,RF,LCB,122,51.020790815353394,-0.507025575792746,-0.5034498545077026,0.2660483486469917,True,eom,euclidean,5,3,cosine,0.12166366505186414,10,49,"(1, 1)",english,False,-0.07521692627054997,0.7922535211267606,0.7305577637276731
dataset_name,RF,LCB,123,47.77350091934204,-0.5158510167529835,-0.5037413567480299,0.26338940726754867,True,eom,euclidean,5,1,cosine,0.18457266095725466,8,33,"(1, 1)",english,False,-0.07137536260073919,0.7970588235294118,0.7200774034630502
dataset_name,RF,LCB,124,48.566078901290894,-0.5030315958088639,-0.5004980834660682,0.2680614431365218,True,eom,euclidean,5,2,cosine,0.16000754826303953,10,42,"(1, 1)",english,False,-0.07332526885087867,0.7892086330935252,0.7305439135159463
dataset_name,RF,LCB,125,48.417590856552124,-0.512979166319065,-0.5114424019932864,0.2650517277986291,True,eom,euclidean,5,3,euclidean,0.15847785877453716,9,38,"(1, 1)",english,False,-0.07953304290816217,0.7784722222222222,0.7264554461709604
dataset_name,RF,LCB,126,49.838841915130615,-0.5022675667677939,-0.49805250534702666,0.2730465410371847,True,eom,euclidean,5,3,cosine,0.18635610838857886,6,50,"(1, 1)",english,False,-0.07566409392428206,0.8007575757575758,0.7201334167111562
dataset_name,RF,LCB,127,47.76766490936279,-0.5033220811634709,-0.5013402908645543,0.2689388581019726,True,eom,euclidean,5,3,cosine,0.18210694517563,10,34,"(1, 1)",english,False,-0.07371958776873207,0.7920863309352518,0.7277066721849729
dataset_name,RF,LCB,128,49.65713810920715,-0.5103989505605259,-0.5043575869449496,0.26448589557832913,True,eom,euclidean,5,1,cosine,0.16375555242732048,6,50,"(1, 1)",english,False,-0.07407236172717549,0.7847826086956522,0.7163718781524525
dataset_name,RF,LCB,129,50.70651602745056,-0.5019429728972373,-0.5026524998756676,0.26819294099119545,True,eom,euclidean,5,2,cosine,0.09669982552754786,8,50,"(1, 1)",english,False,-0.07234617763478665,0.7910344827586206,0.7504158461642813
dataset_name,RF,LCB,130,50.71623921394348,-0.5138753564946045,-0.5108028454974411,0.2645266364999598,True,eom,euclidean,5,2,euclidean,0.07376054116975544,8,50,"(1, 1)",english,False,-0.07902941869408917,0.7851351351351351,0.7589034774229675
dataset_name,RF,LCB,131,59.376059770584106,-0.5332876941067491,-0.5295283928441136,0.23373792131341634,True,eom,euclidean,5,1,cosine,0.05826529298137327,7,50,"(1, 1)",english,False,-0.06906994650455082,0.744,0.6992953638890013
dataset_name,RF,LCB,132,50.32941699028015,-0.5055429489011192,-0.5012097983497622,0.26374519256314877,True,eom,euclidean,5,2,cosine,0.11859157601940133,10,50,"(1, 1)",english,False,-0.07076171369405512,0.7843971631205674,0.7391627701586175
dataset_name,RF,LCB,133,67.56532406806946,-0.6185632990977344,-0.5909297091871845,0.19753873603350422,True,eom,euclidean,3,1,euclidean,0.1980214461637924,2,42,"(1, 1)",english,False,-0.09518162317050055,0.68582995951417,0.5891020932087866
dataset_name,RF,LCB,134,61.797276973724365,-0.5823653619217951,-0.582070492940619,0.20112618532403287,False,eom,euclidean,3,2,euclidean,0.19842898080892993,6,45,"(1, 1)",english,False,-0.08289185724478787,0.6863414634146342,0.6956017302514997
dataset_name,RF,LCB,135,55.49040389060974,-0.5304654030288586,-0.5296862534831867,0.22196050622762303,True,eom,euclidean,5,3,cosine,0.13327598665516635,8,40,"(1, 1)",english,False,-0.0574924062099524,0.734920634920635,0.6760804864164686
dataset_name,RF,LCB,136,50.087868213653564,-0.4985713102405005,-0.49745279981794405,0.2725108088262958,True,eom,euclidean,5,3,cosine,0.1971123582938701,6,47,"(1, 1)",english,False,-0.07559775928975697,0.8007462686567164,0.7181807308653094
dataset_name,RF,LCB,137,48.06725597381592,-0.5013129509404541,-0.49857070130482706,0.2701550476863184,True,eom,euclidean,5,3,cosine,0.19891761187218132,10,42,"(1, 1)",english,False,-0.07054234011842726,0.7910447761194029,0.7051527870660976
dataset_name,RF,LCB,138,50.6791570186615,-0.5225738060527273,-0.5045880875214478,0.25896531426145303,True,eom,euclidean,5,3,cosine,0.17542815099629963,7,39,"(1, 1)",english,False,-0.06688157421766684,0.7992805755395683,0.7176772893131446
dataset_name,RF,LCB,139,51.55840706825256,-0.5241738054185908,-0.5228890887784334,0.2420487581590933,False,eom,euclidean,5,3,cosine,0.18624529966248843,7,41,"(1, 1)",english,False,-0.0672610655893863,0.7542857142857143,0.7212657949858668
dataset_name,RF,LCB,140,49.11808896064758,-0.498894333162329,-0.49765074522912345,0.2730833790242756,True,eom,euclidean,5,3,cosine,0.189193141264419,10,33,"(1, 1)",english,False,-0.07537759100202344,0.7958041958041958,0.7194399982272812
dataset_name,RF,LCB,141,49.918511152267456,-0.5261451711863473,-0.5115448442726209,0.25512555181560076,True,eom,euclidean,5,2,euclidean,0.1594327309342973,10,33,"(1, 1)",english,False,-0.07230733966498203,0.7815602836879433,0.7423061835640928
dataset_name,RF,LCB,142,47.44929313659668,-0.5087739920841035,-0.5068490567839218,0.26565709552544053,True,eom,euclidean,5,3,euclidean,0.1661308672639199,10,33,"(1, 1)",english,False,-0.07698461609583337,0.7840277777777778,0.7413455196928161
dataset_name,RF,LCB,143,51.65096592903137,-0.5084124568401341,-0.5077527361025512,0.2634254306013224,True,eom,euclidean,5,2,euclidean,0.1094291518419676,9,49,"(1, 1)",english,False,-0.07342984822177873,0.7814285714285715,0.7404562852700018
dataset_name,RF,LCB,144,58.952017068862915,-0.540650285368377,-0.5381645403834856,0.22355192974104646,True,eom,euclidean,4,3,euclidean,0.17242039598456882,7,33,"(1, 1)",english,False,-0.06699372477767412,0.7322727272727273,0.6589698611815603
dataset_name,RF,LCB,145,52.6122088432312,-0.5230380827701112,-0.5200625320167356,0.2395200016713709,False,eom,euclidean,5,2,cosine,0.18498236052224967,10,39,"(1, 1)",english,False,-0.06627372128947427,0.7582089552238805,0.7098262680270379
dataset_name,RF,LCB,146,54.68313789367676,-0.5520129263162719,-0.5472976540257887,0.22430004547689483,False,eom,euclidean,4,3,cosine,0.1976006423150709,10,39,"(1, 1)",english,False,-0.07389805389202447,0.7183431952662722,0.7136250143096697
dataset_name,RF,LCB,147,91.25815296173096,-0.6377747473765043,-0.633669249835397,0.14523384805603012,True,eom,euclidean,5,2,cosine,0.18596277086164792,10,2,"(1, 1)",english,False,-0.086365894555787,0.6134366925064599,0.6984616264453825
dataset_name,RF,LCB,148,53.00306010246277,-0.5339401827677783,-0.5154502561118206,0.2581404985910417,True,eom,euclidean,5,3,cosine,0.11488801136908097,7,47,"(1, 1)",english,False,-0.0792799664168895,0.7880281690140845,0.7373987864326524
dataset_name,RF,LCB,149,50.4245388507843,-0.5189831254552449,-0.5117915528384724,0.2653820232432078,True,eom,euclidean,5,3,euclidean,0.12049797416526206,6,49,"(1, 1)",english,False,-0.08095884110628607,0.7732876712328767,0.7305276658091229
dataset_name,RF,LCB,150,49.92289996147156,-0.5023562837322955,-0.5023632398606034,0.2701127847610462,True,eom,euclidean,5,1,cosine,0.12363151849069741,8,47,"(1, 1)",english,False,-0.07467951125709564,0.7902097902097902,0.7431396355848626
dataset_name,RF,LCB,151,51.38691997528076,-0.525204702895053,-0.5133477307282778,0.2533882096374724,True,eom,euclidean,5,1,cosine,0.10890145435935102,9,46,"(1, 1)",english,False,-0.07154265333479726,0.7820689655172414,0.7466271258850913
dataset_name,RF,LCB,152,53.07000803947449,-0.5233632642158295,-0.5226422707634658,0.2341685651167886,True,eom,euclidean,5,3,cosine,0.17479385930077776,10,32,"(1, 1)",english,False,-0.06245822685313108,0.7489247311827957,0.6668681336065976
dataset_name,RF,LCB,153,49.17102789878845,-0.5046906050616314,-0.5067134462818469,0.2690778721417668,True,eom,euclidean,5,3,euclidean,0.18754679153819145,8,43,"(1, 1)",english,False,-0.07666308299751079,0.788235294117647,0.7254572623878143
dataset_name,RF,LCB,154,49.21570014953613,-0.5048389524699486,-0.5027737294116265,0.2703518140679843,True,eom,euclidean,5,1,cosine,0.1227187272980897,10,44,"(1, 1)",english,False,-0.07693593357809918,0.7927007299270074,0.7424279291477065
dataset_name,RF,LCB,155,49.22339701652527,-0.5159233080344932,-0.50693402917006,0.26557472662358317,True,eom,euclidean,5,3,euclidean,0.1783144770482528,10,39,"(1, 1)",english,False,-0.07586901924107371,0.7902985074626866,0.7228645360908568
dataset_name,RF,LCB,156,50.36905074119568,-0.5060910010807024,-0.5037199037447545,0.27170502195593105,True,eom,euclidean,5,2,euclidean,0.18537771275094828,6,49,"(1, 1)",english,False,-0.07821620785424323,0.7941605839416058,0.7098082327196135
dataset_name,RF,LCB,157,49.722039222717285,-0.5130525376889269,-0.5116607271862313,0.26071910221321376,True,eom,euclidean,5,1,euclidean,0.17934860993228285,3,50,"(1, 1)",english,False,-0.07461198420702156,0.7804347826086957,0.719643011631064
dataset_name,RF,LCB,158,51.349246978759766,-0.5103032661072266,-0.510153662764905,0.2634754977480028,True,eom,euclidean,5,3,euclidean,0.12869718277612027,7,49,"(1, 1)",english,False,-0.07578644006251967,0.7815602836879433,0.7449741552992626
dataset_name,RF,LCB,159,49.49721026420593,-0.500200020244815,-0.49860886955854067,0.2716640387020709,True,eom,euclidean,5,2,euclidean,0.12622808338913694,10,44,"(1, 1)",english,False,-0.0744149178234629,0.7971428571428572,0.7353148998967974
dataset_name,RF,LCB,160,49.57771015167236,-0.49864350520435835,-0.4955250568062144,0.2743414533977471,True,eom,euclidean,5,1,cosine,0.19101663558035248,10,40,"(1, 1)",english,False,-0.07470718100762336,0.8014705882352942,0.7240924970875507
dataset_name,RF,LCB,161,52.69278812408447,-0.5198987118001466,-0.5171568797175646,0.24134646915717786,True,eom,euclidean,5,3,cosine,0.12580284990552112,10,43,"(1, 1)",english,False,-0.06168694082649284,0.746927374301676,0.6821197593488291
dataset_name,RF,LCB,162,48.27205514907837,-0.5058795760933826,-0.5005115634875409,0.27373280175310055,True,eom,euclidean,5,2,cosine,0.19354357285779947,7,42,"(1, 1)",english,False,-0.07651780221612149,0.794074074074074,0.7217896415587279
dataset_name,RF,LCB,163,48.67938494682312,-0.4968308583411752,-0.4979030854341587,0.2692830619463155,True,eom,euclidean,5,3,cosine,0.17459804050051672,10,41,"(1, 1)",english,False,-0.07373844006305082,0.7948529411764705,0.7210024724522707
dataset_name,RF,LCB,164,47.92546725273132,-0.5293798033270317,-0.5121482275222887,0.2579588063709913,True,eom,euclidean,5,3,cosine,0.19440214592061314,10,31,"(1, 1)",english,False,-0.07339621392348443,0.7816901408450704,0.714311076180024
dataset_name,RF,LCB,165,51.97317671775818,-0.5193434864122085,-0.5151824649957591,0.24906073132858675,True,eom,euclidean,5,3,cosine,0.18842239641881595,7,34,"(1, 1)",english,False,-0.0704705855196083,0.753072625698324,0.6518552355650369
dataset_name,RF,LCB,166,48.020055055618286,-0.4980315391119663,-0.49774219234112826,0.26994762173877124,True,eom,euclidean,5,2,cosine,0.1846879660616092,10,40,"(1, 1)",english,False,-0.0739926285011525,0.7947761194029851,0.716143312663545
dataset_name,RF,LCB,167,49.88462710380554,-0.5046790364532947,-0.5008893931903011,0.269849904505914,True,eom,euclidean,5,1,cosine,0.11972836992297711,10,47,"(1, 1)",english,False,-0.0726978609294372,0.7949640287769785,0.7374249441190541
dataset_name,RF,LCB,168,48.52614784240723,-0.5035027151089266,-0.5012339386594439,0.2686519539081809,True,eom,euclidean,5,1,cosine,0.19028441331300716,9,41,"(1, 1)",english,False,-0.07297829120747865,0.7919117647058823,0.7193671866919785
dataset_name,RF,LCB,169,52.62142491340637,-0.5235718388571899,-0.5152107066940909,0.25062118730520133,True,eom,euclidean,5,1,cosine,0.12231693020022341,10,43,"(1, 1)",english,False,-0.06617421534276774,0.7584795321637426,0.6828647264340849
dataset_name,RF,LCB,170,48.85810923576355,-0.5033843591798834,-0.5016454493061452,0.2690397368899252,True,eom,euclidean,5,1,euclidean,0.16059361407148126,10,41,"(1, 1)",english,False,-0.07564575584961633,0.7948148148148149,0.7287630670915298
dataset_name,RF,LCB,171,48.005144119262695,-0.49991189965940475,-0.5000156861029716,0.27078447936101196,True,eom,euclidean,5,3,cosine,0.1929379161668476,10,39,"(1, 1)",english,False,-0.07300003944294617,0.7956521739130434,0.7117123107069834
dataset_name,RF,LCB,172,51.835115909576416,-0.5239037588774276,-0.510528459555626,0.25698728420892303,True,eom,euclidean,5,2,cosine,0.12367089148526267,10,44,"(1, 1)",english,False,-0.07344984814256124,0.7851063829787234,0.7399490693594292
dataset_name,RF,LCB,173,55.79989194869995,-0.5248110051001311,-0.5185843252133719,0.2585912838081153,True,eom,euclidean,4,3,euclidean,0.12112096476809282,10,50,"(1, 1)",english,False,-0.07824541867125043,0.7694915254237288,0.7211687840435295
dataset_name,RF,LCB,174,50.24340510368347,-0.5105019308425625,-0.5141949358924195,0.2541197525063115,True,eom,euclidean,5,2,euclidean,0.13566300034595602,3,50,"(1, 1)",english,False,-0.07511268941981744,0.7697183098591549,0.7336789591512842
dataset_name,RF,LCB,175,49.45961594581604,-0.5110777662133849,-0.507994266291572,0.2613979614738835,True,eom,euclidean,5,1,cosine,0.19740956951119207,3,50,"(1, 1)",english,False,-0.07374388842665094,0.7783783783783784,0.689550779498984
dataset_name,RF,LCB,176,51.70176410675049,-0.5191352524600473,-0.5192333175630615,0.2545335359430255,True,eom,euclidean,5,2,euclidean,0.10524418309517033,3,47,"(1, 1)",english,False,-0.07762963151641217,0.7679738562091504,0.7509779348912923
dataset_name,RF,LCB,177,57.46246814727783,-0.538529577950021,-0.5360594280187924,0.23150449548502697,True,eom,euclidean,5,2,euclidean,0.030345747372324833,9,49,"(1, 1)",english,False,-0.07168312237443768,0.7370558375634517,0.7011926879781066
dataset_name,RF,LCB,178,50.190093994140625,-0.5083876006801235,-0.5063777179474614,0.26317395538650956,True,eom,euclidean,5,2,cosine,0.17434584223701147,5,47,"(1, 1)",english,False,-0.0751178335888936,0.7869565217391304,0.7134896070028166
dataset_name,RF,LCB,179,47.90764904022217,-0.5010028787328032,-0.5013913228505492,0.2682031525003794,True,eom,euclidean,5,2,cosine,0.19757550284436867,9,40,"(1, 1)",english,False,-0.07338153596176934,0.7929078014184398,0.713674406444409
dataset_name,RF,LCB,180,49.688368797302246,-0.5203300853062257,-0.5153279468559017,0.25853068205641344,True,eom,euclidean,5,3,cosine,0.14365949926758045,3,47,"(1, 1)",english,False,-0.07639358371063586,0.7712328767123288,0.7031742037630495
dataset_name,RF,LCB,181,51.044328927993774,-0.5177344282651075,-0.5084585249732214,0.26498195355979126,True,eom,euclidean,5,2,cosine,0.1148493314674021,10,48,"(1, 1)",english,False,-0.07761881174399395,0.7904411764705882,0.7200031448339086
dataset_name,RF,LCB,182,47.406322956085205,-0.505773275493808,-0.5027127172758958,0.2707096957611075,True,eom,euclidean,5,1,cosine,0.1892390997801245,5,40,"(1, 1)",english,False,-0.07680114308080184,0.7899280575539568,0.7260971148751777
dataset_name,RF,LCB,183,48.38232398033142,-0.5117540006084061,-0.5031939510482207,0.2731688524968089,True,eom,euclidean,5,3,euclidean,0.19874165357727586,10,38,"(1, 1)",english,False,-0.08097458673244781,0.7985294117647059,0.7257746853778744
dataset_name,RF,LCB,184,50.81488013267517,-0.5368986872769623,-0.5302433818360974,0.24789466754194564,True,eom,euclidean,5,2,cosine,0.12293415389522107,2,49,"(1, 1)",english,False,-0.08159872650132231,0.7529801324503311,0.6830881103153523
dataset_name,RF,LCB,185,48.73788499832153,-0.5024401824887768,-0.5031673203423616,0.26914110996521884,True,eom,euclidean,5,1,euclidean,0.15845676824888977,10,42,"(1, 1)",english,False,-0.07821294908270052,0.7933823529411764,0.7248369708432796
dataset_name,RF,LCB,186,50.63022303581238,-0.5262719646421578,-0.5130962834084627,0.2481225434283751,True,eom,euclidean,5,1,cosine,0.18858728203188677,10,32,"(1, 1)",english,False,-0.06442538705886337,0.7611428571428571,0.6644735103739111
dataset_name,RF,LCB,187,48.11134910583496,-0.5087433101081943,-0.5102836846312143,0.2635383215037829,True,eom,euclidean,5,2,cosine,0.17707834005390216,8,40,"(1, 1)",english,False,-0.07797707846390826,0.7808510638297872,0.716147911987887
dataset_name,RF,LCB,188,47.81428098678589,-0.5002882896001388,-0.4997887712441711,0.2693359912878332,True,eom,euclidean,5,3,cosine,0.1987838667492659,9,39,"(1, 1)",english,False,-0.0733625559615845,0.7947761194029851,0.7229997852199345
dataset_name,RF,LCB,189,52.412802934646606,-0.5095851263636504,-0.5059713436902453,0.26350451337610076,True,eom,euclidean,5,2,cosine,0.12363747445588318,9,47,"(1, 1)",english,False,-0.07206285917218717,0.7875912408759124,0.7282564695370477
dataset_name,RF,LCB,190,48.59830379486084,-0.521460636950356,-0.5091361886372515,0.2589875892800915,True,eom,euclidean,5,3,cosine,0.18711879866147954,8,33,"(1, 1)",english,False,-0.07469492890199228,0.7902777777777777,0.7026996976141714
dataset_name,RF,LCB,191,49.18802618980408,-0.49847394027836195,-0.4969599065525678,0.26937867123328507,True,eom,euclidean,5,1,cosine,0.1383489117688416,10,45,"(1, 1)",english,False,-0.06914289780061192,0.7985294117647059,0.7328237325094475
dataset_name,RF,LCB,192,51.08897399902344,-0.5046432257035645,-0.5016433505892941,0.26972208962050376,True,eom,euclidean,5,3,cosine,0.12148339918347353,8,49,"(1, 1)",english,False,-0.07505175938459603,0.7933823529411764,0.7417796943145036
dataset_name,RF,LCB,193,48.296441078186035,-0.4983342283048174,-0.5016692639920132,0.2733675544985106,True,eom,euclidean,5,1,euclidean,0.13498595482308987,10,40,"(1, 1)",english,False,-0.08153458828301853,0.7963235294117647,0.738468743146514
dataset_name,RF,LCB,194,51.578896045684814,-0.5365602676258123,-0.5141460350870193,0.2537894500780677,True,eom,euclidean,5,3,cosine,0.1388203429052488,10,41,"(1, 1)",english,False,-0.07220991257285764,0.7857142857142857,0.7337354108080961
dataset_name,RF,LCB,195,52.7999050617218,-0.5269161216046394,-0.5239128312575607,0.24062190579190382,True,eom,euclidean,5,1,cosine,0.1379720260590697,10,40,"(1, 1)",english,False,-0.06491868569385216,0.7434782608695653,0.6842920907675123
dataset_name,RF,LCB,196,48.39235830307007,-0.49795218984181655,-0.49630407974588403,0.2729054599932608,True,eom,euclidean,5,2,cosine,0.15531771021488774,10,43,"(1, 1)",english,False,-0.07396998348733005,0.7984848484848485,0.7191056223812543
dataset_name,RF,LCB,197,50.10791611671448,-0.5036793333872938,-0.49987863387270104,0.26694182322972515,True,eom,euclidean,5,3,cosine,0.15170442945149784,10,45,"(1, 1)",english,False,-0.0716980299808591,0.7910447761194029,0.7277184069062614
dataset_name,RF,LCB,198,52.15363597869873,-0.5348731457748125,-0.5216946323178983,0.24961628011935927,True,eom,euclidean,4,1,cosine,0.1960655241883741,10,34,"(1, 1)",english,False,-0.07551848640114228,0.7730994152046784,0.6925009236934686
dataset_name,RF,LCB,199,49.68671917915344,-0.5094115567741218,-0.5029506530302572,0.2653293701796098,True,eom,euclidean,5,1,cosine,0.1415358816671499,10,46,"(1, 1)",english,False,-0.07202193548321836,0.7884892086330936,0.7362404020306202
dataset_name,RF,LCB,200,51.81238889694214,-0.5225538947156306,-0.5060862243163499,0.2618225863663391,True,eom,euclidean,5,1,cosine,0.15451902484130106,9,41,"(1, 1)",english,False,-0.076838311847721,0.7930555555555555,0.7106521795913252
dataset_name,RF,LCB,201,50.863637924194336,-0.5165833899906467,-0.511883828990332,0.2630786568655775,True,eom,euclidean,5,2,euclidean,0.13050133808113834,10,44,"(1, 1)",english,False,-0.07856301952455674,0.7786764705882353,0.753693989405033
dataset_name,RF,LCB,202,55.677083015441895,-0.5288413925062917,-0.528532775423279,0.23052213718341114,True,eom,euclidean,5,2,cosine,0.09765534729521543,8,46,"(1, 1)",english,False,-0.06492828905258737,0.7410526315789474,0.6855963458565336
dataset_name,RF,LCB,203,50.93076491355896,-0.5117711434952774,-0.5100718196578083,0.2622585363860521,True,eom,euclidean,5,1,euclidean,0.12483136583116383,10,46,"(1, 1)",english,False,-0.07417741673157252,0.782608695652174,0.7381492119654159
dataset_name,RF,LCB,204,47.683725118637085,-0.49722010887852836,-0.49826655887672927,0.26817579306035644,True,eom,euclidean,5,1,cosine,0.15842831630884532,9,39,"(1, 1)",english,False,-0.07198557110147451,0.7932835820895522,0.7277770169151022
dataset_name,RF,LCB,205,51.618502140045166,-0.508525651381704,-0.5064239625369098,0.26791639944368734,True,eom,euclidean,5,3,cosine,0.12193900059108065,5,50,"(1, 1)",english,False,-0.07359399005195923,0.7884353741496599,0.7348202518857025
dataset_name,RF,LCB,206,49.643929958343506,-0.5068606609914331,-0.5008284493021457,0.2705131315499804,True,eom,euclidean,5,1,euclidean,0.15337622901492906,8,50,"(1, 1)",english,False,-0.07445198322065812,0.7955223880597015,0.7335254705254953
dataset_name,RF,LCB,207,47.08564305305481,-0.4989318667330521,-0.4979540273107071,0.27178752990976185,True,eom,euclidean,5,1,cosine,0.18327242188525253,8,39,"(1, 1)",english,False,-0.07337698459896892,0.7977272727272727,0.7223910749530256
dataset_name,RF,LCB,208,50.65776991844177,-0.5285191917352542,-0.50968172377768,0.25785739615250663,True,eom,euclidean,5,1,cosine,0.15713611453676338,9,38,"(1, 1)",english,False,-0.06960872462003931,0.7809859154929577,0.7261189032251671
dataset_name,RF,LCB,209,49.13845777511597,-0.5075180561495645,-0.5096774727214988,0.2653052793197417,True,eom,euclidean,5,3,euclidean,0.15629489498232718,10,42,"(1, 1)",english,False,-0.08096384123602987,0.7838235294117647,0.7365917761259799
dataset_name,RF,LCB,210,48.49105501174927,-0.5056507908971861,-0.5017042842974867,0.26690419926202763,True,eom,euclidean,5,2,cosine,0.1577649393259129,10,40,"(1, 1)",english,False,-0.07119707695229828,0.7934782608695652,0.7305092616743118
