dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,outliers_strategy,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,39,428.35527896881104,-0.6183429438099799,-0.6106625627527978,0.2161726615146603,True,eom,euclidean,3,3,none,euclidean,0.006062673277012327,2,3,"(1, 1)",english,False,-0.12748470931691705,0.6801639344262295,0.7845248512142969
dataset_name,RF,LCB,40,429.8155870437622,-0.6188465578311091,-0.6193206077844423,0.20758108335754993,True,eom,euclidean,3,3,none,cosine,0.0004713768119010543,2,3,"(1, 1)",english,False,-0.12535469943977467,0.6629032258064517,0.7845447159630571
dataset_name,RF,LCB,41,427.8381769657135,-0.6169068197899354,-0.6153952407793869,0.21126541735821863,True,eom,euclidean,3,2,none,cosine,0.009540727423025494,2,3,"(1, 1)",english,False,-0.12400916326057283,0.6678275290215588,0.7856739577605926
dataset_name,RF,LCB,42,430.28434801101685,-0.611770602816111,-0.610440405907782,0.2131584402063613,True,eom,euclidean,3,2,none,euclidean,0.0007608941618376876,2,3,"(1, 1)",english,False,-0.12257736213440629,0.6728896103896104,0.7842638517080558
dataset_name,RF,LCB,43,428.34937500953674,-0.6100334089356967,-0.6090744634278714,0.21725352628203962,True,eom,euclidean,3,3,none,euclidean,0.008809525318799725,2,3,"(1, 1)",english,False,-0.12567469046946658,0.6753289473684211,0.7819055361321813
dataset_name,RF,LCB,44,467.95569920539856,-0.644942661491883,-0.6370189991202811,0.20395024930186922,True,eom,euclidean,3,2,none,euclidean,0.0033528751043922097,2,2,"(1, 1)",english,False,-0.13805512971384284,0.6491847826086956,0.7922639058695916
dataset_name,RF,LCB,45,428.156711101532,-0.6149365097898292,-0.613370781787956,0.21379688334975677,True,eom,euclidean,3,2,none,euclidean,0.009344652367230985,6,3,"(1, 1)",english,False,-0.12533824899736787,0.6733766233766234,0.7667891219292211
dataset_name,RF,LCB,46,431.50577092170715,-0.6107685783140543,-0.6095672153109968,0.2160615135078141,True,eom,euclidean,3,2,none,euclidean,0.008291949304045282,6,3,"(1, 1)",english,False,-0.12397253506176016,0.673419773095624,0.7665949928007845
dataset_name,RF,LCB,47,405.38220596313477,-0.7224800080184755,-0.724811018373901,0.03305611084596514,True,eom,euclidean,3,2,none,euclidean,0.007726784198151378,2,3,"(1, 2)",english,False,0.0010890580019810273,0.4707792207792208,0.7847408079314026
dataset_name,RF,LCB,48,436.3368980884552,-0.6143624066853208,-0.6151227948240114,0.21151504661118012,True,eom,euclidean,3,2,none,euclidean,0.008774655046680272,2,3,"(1, 1)",english,False,-0.12426854526321114,0.6678343949044586,0.7807999784113409
