dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,outliers_strategy,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,52,81.90114712715149,-0.5327715030414848,-0.5226463899303407,0.23506881121643197,False,eom,euclidean,5,2,c-tf-idf,euclidean,0.19688237334213274,10,50,"(1, 1)",english,False,-0.06099409310121519,0.75703125,0.4505029529598097
dataset_name,RF,LCB,53,90.1791741847992,-0.5318908348861405,-0.5315741556540035,0.22329121252790649,False,eom,euclidean,5,3,probabilities,cosine,0.13238656651721145,8,50,"(1, 2)",english,False,-0.05913201433048863,0.7328571428571429,0.3996010601322905
dataset_name,RF,LCB,54,84.7557692527771,-0.5799940055120061,-0.5725987933023186,0.16348870643697777,False,eom,euclidean,5,2,probabilities,euclidean,0.04804059989907509,10,50,"(1, 1)",english,False,-0.04187171899098583,0.6673913043478261,0.20542141923991458
dataset_name,RF,LCB,55,78.3268609046936,-0.5313980188693511,-0.5255884047679985,0.22988310431154338,False,eom,euclidean,5,1,probabilities,cosine,0.1422463454392453,6,50,"(1, 1)",english,False,-0.06071367378139703,0.7474820143884892,0.3778237041970992
dataset_name,RF,LCB,56,82.19441294670105,-0.5266370329654243,-0.5249381922050242,0.22969522913052529,True,eom,euclidean,5,1,probabilities,cosine,0.16606838606863225,7,37,"(1, 2)",english,False,-0.06035249636508859,0.7442028985507246,0.4126994042266167
dataset_name,RF,LCB,57,83.658940076828,-0.5348978508028566,-0.5334958920764211,0.22989668717393755,True,eom,euclidean,5,2,probabilities,euclidean,0.1693563324207472,8,37,"(1, 2)",english,False,-0.0681850010231633,0.7404411764705883,0.37192315678989185
dataset_name,RF,LCB,58,87.06422400474548,-0.5634683811652503,-0.5446590856174901,0.2046894839217595,True,eom,euclidean,5,2,probabilities,euclidean,0.1674553984134538,9,36,"(1, 2)",english,False,-0.0463126738715996,0.7137724550898203,0.2383203141397433
dataset_name,RF,LCB,59,83.83595585823059,-0.5574883037045998,-0.547358767579799,0.1973439349183223,True,eom,euclidean,5,1,probabilities,cosine,0.15644358673766715,7,37,"(1, 1)",english,False,-0.040312666708189795,0.6869565217391305,0.22547408760229085
dataset_name,RF,LCB,60,83.23140406608582,-0.5346548420128687,-0.5329235519949924,0.22223803611223605,False,eom,euclidean,5,1,probabilities,cosine,0.11892479882455809,6,49,"(1, 1)",english,False,-0.060352808009219286,0.7297101449275363,0.4059795052020218
dataset_name,RF,LCB,61,87.2878782749176,-0.5323710316588999,-0.5250990671458002,0.23143021104606326,False,eom,euclidean,5,1,probabilities,cosine,0.19100592158022958,10,41,"(1, 2)",english,False,-0.0592910367532643,0.7473282442748092,0.3968622413463753
dataset_name,RF,LCB,62,88.04762434959412,-0.525646627541201,-0.5247476096679552,0.23624201108139498,True,eom,euclidean,5,1,distributions,cosine,0.11947543456313317,10,50,"(1, 1)",english,False,-0.06566088664519398,0.7496296296296296,0.46630642447944715
dataset_name,RF,LCB,63,86.5085608959198,-0.5403208408852829,-0.540243307057869,0.22527842098312145,True,eom,euclidean,5,2,embeddings,euclidean,0.11643343054022863,8,50,"(1, 2)",english,False,-0.07037247935811346,0.7277372262773723,0.5524302701859525
dataset_name,RF,LCB,64,84.97953200340271,-0.5332191614685815,-0.5311316904821659,0.22621309732055214,False,eom,euclidean,5,1,embeddings,cosine,0.18068621347237587,10,42,"(1, 1)",english,False,-0.06501057785435552,0.7385185185185185,0.5506450993308029
dataset_name,RF,LCB,65,84.87349486351013,-0.5280513434565663,-0.5292574019118014,0.23144812388721298,False,eom,euclidean,5,1,embeddings,cosine,0.11496430246427454,10,49,"(1, 1)",english,False,-0.06574931602066575,0.741726618705036,0.5708531381415402
dataset_name,RF,LCB,66,93.41941690444946,-0.5299645896787671,-0.5268724841877342,0.23286225711221864,True,eom,euclidean,5,1,probabilities,cosine,0.1077285848777731,8,49,"(1, 1)",english,False,-0.06496413491933813,0.7474074074074074,0.43346648038565927
dataset_name,RF,LCB,67,88.19992589950562,-0.5283909308064663,-0.5255495040702,0.23196519263755008,True,eom,euclidean,5,2,probabilities,cosine,0.11273276368486877,9,48,"(1, 1)",english,False,-0.06109751232849237,0.7474452554744525,0.4342982559094954
dataset_name,RF,LCB,68,94.19205379486084,-0.5534500279276949,-0.5443410653066655,0.20029801705887576,True,eom,euclidean,5,1,distributions,cosine,0.08844818512571741,10,48,"(1, 1)",english,False,-0.04389345255009005,0.6910614525139664,0.3153397565216402
dataset_name,RF,LCB,69,102.95686197280884,-0.5526680974057747,-0.533141835500053,0.22168887614767913,False,eom,euclidean,5,3,c-tf-idf,cosine,0.09436172083442755,10,49,"(1, 1)",english,False,-0.06446526084668859,0.7451388888888889,0.4563925768989139
dataset_name,RF,LCB,70,129.26879572868347,-0.5746321246364291,-0.5724869417988728,0.16677356247234176,False,eom,euclidean,5,1,probabilities,cosine,0.17448846953270403,6,29,"(1, 2)",english,False,-0.0458482601392232,0.6636842105263158,0.24283032878356942
dataset_name,RF,LCB,71,89.58626413345337,-0.5233259394072933,-0.520134113573296,0.23212986289479554,False,eom,euclidean,5,2,probabilities,cosine,0.14411647999102709,10,45,"(1, 1)",english,False,-0.06077215837677164,0.7492647058823529,0.40492859745293486
