dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,outliers_strategy,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,100,114.88300895690918,-0.4615209883047043,-0.45858604707396133,0.27449901665762266,True,eom,euclidean,15,13,none,euclidean,0.183350033237364,9,18,"(1, 2)",english,False,-0.038437115643434876,0.8279411764705882,0.6325861723586809
dataset_name,RF,LCB,101,117.439444065094,-0.3902322181395438,-0.38630404301948534,0.3209419811326091,True,eom,euclidean,15,14,none,cosine,0.1852463812844174,4,19,"(1, 1)",english,False,-0.013141820237386338,0.9366666666666666,0.6144655652035018
dataset_name,RF,LCB,102,120.89846301078796,-0.3920795298402015,-0.3902447163445653,0.32266041248522326,True,eom,euclidean,15,10,none,euclidean,0.1728180227847245,3,16,"(1, 1)",english,False,-0.01802920307257286,0.9378787878787879,0.6212724965866809
dataset_name,RF,LCB,103,121.87293004989624,-0.3971062878146708,-0.39859322060939734,0.3184241145863303,True,eom,euclidean,15,15,none,euclidean,0.16988449633526492,4,16,"(1, 1)",english,False,-0.023569351762273993,0.9217391304347826,0.6296195118229674
dataset_name,RF,LCB,104,187.27254605293274,-0.4333682751344525,-0.4311045868723793,0.30924104577738337,True,eom,euclidean,12,3,none,cosine,0.01317124101731393,10,14,"(1, 1)",english,False,-0.046343540393351784,0.8834782608695653,0.725866135568887
dataset_name,RF,LCB,105,161.04034519195557,-0.4130840129982401,-0.4061266220748431,0.3181614752231523,True,eom,euclidean,15,4,none,euclidean,0.02057920714492925,10,15,"(1, 1)",english,False,-0.031494833246664834,0.9191011235955057,0.7479058707863926
dataset_name,RF,LCB,106,120.3906979560852,-0.3958635804515326,-0.3926124011181169,0.31824622758998256,True,eom,euclidean,15,10,none,euclidean,0.18882590319408243,4,18,"(1, 1)",english,False,-0.015885140907204207,0.9285714285714286,0.6274474803616567
dataset_name,RF,LCB,107,202.40549397468567,-0.4471768256006158,-0.44846618739688093,0.2961856858025117,True,eom,euclidean,9,15,none,euclidean,0.1443637778892721,2,15,"(1, 1)",english,False,-0.05109817070653688,0.856551724137931,0.6780874272475864
dataset_name,RF,LCB,108,122.00491428375244,-0.3891353606180848,-0.3871616215141159,0.3282759450225581,True,eom,euclidean,15,11,none,euclidean,0.170218488606539,10,20,"(1, 1)",english,False,-0.021230708737967605,0.9403225806451613,0.756761581965798
dataset_name,RF,LCB,109,120.65484118461609,-0.4689443555715981,-0.4657062102249232,0.27149570614758417,True,eom,euclidean,13,8,none,euclidean,0.17054941814451569,10,19,"(1, 2)",english,False,-0.04449453325042912,0.815068493150685,0.7493639315237398
dataset_name,RF,LCB,110,165.97955679893494,-0.4295049152359154,-0.4186625427321901,0.31569385346142975,True,eom,euclidean,15,2,none,euclidean,0.04074884761513563,6,8,"(1, 1)",english,False,-0.04261806131089251,0.9088888888888889,0.7025959447626955
dataset_name,RF,LCB,111,125.67335987091064,-0.409893147820348,-0.40722584053185856,0.32356987287199773,True,eom,euclidean,15,2,none,cosine,0.1812289622452241,3,12,"(1, 1)",english,False,-0.0374673574978134,0.9197183098591549,0.6186465666179976
dataset_name,RF,LCB,112,129.4639060497284,-0.4038004692298894,-0.40348524302765343,0.3228354802396557,True,eom,euclidean,12,9,none,euclidean,0.1694006208942713,10,19,"(1, 1)",english,False,-0.032005467974747764,0.9210526315789473,0.7592132348096888
dataset_name,RF,LCB,113,123.98851895332336,-0.39305827394768644,-0.3904926436948612,0.32262504633319444,True,eom,euclidean,14,9,none,euclidean,0.19500171909966113,4,16,"(1, 1)",english,False,-0.020538613996567586,0.928169014084507,0.6228032406420985
dataset_name,RF,LCB,114,149.1297962665558,-0.4593960427957616,-0.45980924214748226,0.24644381090877848,False,eom,euclidean,15,2,none,euclidean,0.1186691319166115,3,6,"(1, 1)",english,False,-0.011835931084683744,0.8080459770114943,0.6635854388350827
dataset_name,RF,LCB,115,176.8242609500885,-0.4172127436140427,-0.4191766365438065,0.3171102055235728,True,eom,euclidean,11,4,none,cosine,0.18521512128859186,7,7,"(1, 1)",english,False,-0.04314896084085807,0.9026086956521739,0.6859452530979345
dataset_name,RF,LCB,116,128.27377009391785,-0.39819121972958355,-0.3993249493695376,0.32165253169380315,True,eom,euclidean,15,15,none,cosine,0.14562707036181186,8,10,"(1, 1)",english,False,-0.024269818018884785,0.9214285714285714,0.6292831270613359
dataset_name,RF,LCB,117,164.60301613807678,-0.4264119009285231,-0.4243524889207935,0.32122096077630063,True,eom,euclidean,12,10,none,cosine,0.15897357047610694,9,6,"(1, 1)",english,False,-0.05285094552798393,0.904424778761062,0.678755732558745
dataset_name,RF,LCB,118,124.67106103897095,-0.3975717682659438,-0.39534669756802904,0.3232196660253274,True,eom,euclidean,14,10,none,cosine,0.15960614390427463,5,19,"(1, 1)",english,False,-0.025433320842864628,0.9295774647887324,0.6449365604191328
dataset_name,RF,LCB,119,265.9964442253113,-0.48732416715020194,-0.4842503462046545,0.2932013806078946,True,eom,euclidean,6,14,none,euclidean,0.10679360072920681,9,6,"(1, 1)",english,False,-0.07975960002226658,0.8286852589641435,0.7381323114278211
dataset_name,RF,LCB,120,120.17344832420349,-0.39204211814567996,-0.3917937585029505,0.31918743797377247,True,eom,euclidean,15,15,none,euclidean,0.1850614303014072,6,19,"(1, 1)",english,False,-0.014606119460931852,0.9283582089552239,0.7463998179959687
dataset_name,RF,LCB,121,124.78919506072998,-0.39874729739746007,-0.3995932901637597,0.3313039000030611,True,eom,euclidean,15,13,none,euclidean,0.19633663265574716,4,7,"(1, 1)",english,False,-0.0369014833201138,0.9333333333333333,0.6022321639204725
dataset_name,RF,LCB,122,142.75789594650269,-0.4087400501776809,-0.40697531722066854,0.32929907818642634,True,eom,euclidean,14,10,none,cosine,0.1935782644385409,6,7,"(1, 1)",english,False,-0.04065100421027558,0.9226190476190477,0.6612823129088554
dataset_name,RF,LCB,123,124.82051920890808,-0.4054662162056232,-0.40198918978023596,0.31152774118899235,True,eom,euclidean,15,6,none,euclidean,0.161292882968906,2,20,"(1, 1)",english,False,-0.01749529190114128,0.9114754098360656,0.669977677394377
dataset_name,RF,LCB,124,137.04302382469177,-0.404707733352792,-0.40358880589316937,0.32937771736215027,True,eom,euclidean,14,7,none,euclidean,0.1940512598878932,7,6,"(1, 1)",english,False,-0.03818748436469336,0.9273972602739726,0.6415521843295855
